DATE,VIXCLS_DGS10
2018-02-14,6.6185567010309278
2018-02-15,6.5965517241379310
2018-02-16,6.7804878048780488
2018-02-19,.
2018-02-20,7.1527777777777778
2018-02-21,6.8095238095238095
2018-02-22,6.4109589041095890
2018-02-23,5.7256944444444444
2018-02-26,5.5244755244755245
2018-02-27,6.4103448275862069
2018-02-28,6.9163763066202091
2018-03-01,7.9964412811387900
2018-03-02,6.8496503496503497
2018-03-05,6.5034722222222222
2018-03-06,6.3750000000000000
2018-03-07,6.1453287197231834
2018-03-08,5.7832167832167832
2018-03-09,5.0482758620689655
2018-03-12,5.4982578397212544
2018-03-13,5.7570422535211268
2018-03-14,6.1316725978647687
2018-03-15,5.8829787234042553
2018-03-16,5.5438596491228070
2018-03-19,6.6736842105263158
2018-03-20,6.2975778546712803
2018-03-21,6.1799307958477509
2018-03-22,8.2473498233215548
2018-03-23,8.8191489361702128
2018-03-26,7.3789473684210526
2018-03-27,8.0935251798561151
2018-03-28,8.2563176895306859
2018-03-29,7.2883211678832117
2018-03-30,.
2018-04-02,8.6520146520146520
2018-04-03,7.5627240143369176
2018-04-04,7.1899641577060932
2018-04-05,6.6925795053003534
2018-04-06,7.7581227436823105
2018-04-09,7.8309352517985612
2018-04-10,7.3107142857142857
2018-04-11,7.2544802867383513
2018-04-12,6.5335689045936396
2018-04-13,6.1737588652482270
2018-04-16,5.8515901060070671
2018-04-17,5.4078014184397163
2018-04-18,5.4355400696864111
2018-04-19,5.4657534246575342
2018-04-20,5.7027027027027027
2018-04-23,5.4832214765100671
2018-04-24,6.0066666666666667
2018-04-25,5.8877887788778878
2018-04-26,5.4133333333333333
2018-04-27,5.2060810810810811
2018-04-30,5.4000000000000000
2018-05-01,5.2154882154882155
2018-05-02,5.3771043771043771
2018-05-03,5.4081632653061224
2018-05-04,5.0067796610169492
2018-05-07,5.0000000000000000
2018-05-08,4.9528619528619529
2018-05-09,4.4733333333333333
2018-05-10,4.4545454545454545
2018-05-11,4.2592592592592593
2018-05-14,4.3100000000000000
2018-05-15,4.7500000000000000
2018-05-16,4.3430420711974110
2018-05-17,4.3183279742765273
2018-05-18,4.3856209150326797
2018-05-21,4.2745098039215686
2018-05-22,4.3202614379084967
2018-05-23,4.1794019933554817
2018-05-24,4.2046979865771812
2018-05-25,4.5119453924914676
2018-05-28,.
2018-05-29,6.1444043321299639
2018-05-30,5.2605633802816901
2018-05-31,5.4522968197879859
2018-06-01,4.6574394463667820
2018-06-04,4.3333333333333333
2018-06-05,4.2465753424657534
2018-06-06,3.9191919191919192
2018-06-07,4.1399317406143345
2018-06-08,4.1569965870307167
2018-06-11,4.1722972972972973
2018-06-12,4.1689189189189189
2018-06-13,4.3422818791946309
2018-06-14,4.1224489795918367
2018-06-15,4.0887372013651877
2018-06-18,4.2157534246575342
2018-06-19,4.6193771626297578
2018-06-20,4.3651877133105802
2018-06-21,5.0482758620689655
2018-06-22,4.7482758620689655
2018-06-25,6.0383275261324042
2018-06-26,5.5277777777777778
2018-06-27,6.3286219081272085
2018-06-28,5.9330985915492958
2018-06-29,5.6456140350877193
2018-07-02,5.4355400696864111
2018-07-03,5.7031802120141343
2018-07-04,.
2018-07-05,5.2711267605633803
2018-07-06,4.7411347517730496
2018-07-09,4.4370629370629371
2018-07-10,4.4041811846689895
2018-07-11,4.7824561403508772
2018-07-12,4.4140350877192982
2018-07-13,4.3038869257950530
2018-07-16,4.5017543859649123
2018-07-17,4.2167832167832168
2018-07-18,4.2013888888888889
2018-07-19,4.5316901408450704
2018-07-20,4.4498269896193772
2018-07-23,4.2635135135135135
2018-07-24,4.2067796610169492
