timeOpen,marketCap
2024-01-23 00:00:00+00:00,781234029910.6
2024-01-22 00:00:00+00:00,774565393660.75
2024-01-21 00:00:00+00:00,814488966035.62
2024-01-20 00:00:00+00:00,816801167080.27
2024-01-19 00:00:00+00:00,815839646533.36
2024-01-18 00:00:00+00:00,808819115627.1
2024-01-17 00:00:00+00:00,837804850463.55
2024-01-16 00:00:00+00:00,845855247845.2
2024-01-15 00:00:00+00:00,833216754804.02
2024-01-14 00:00:00+00:00,819159863482.62
2024-01-13 00:00:00+00:00,839627405357.25
2024-01-12 00:00:00+00:00,839796421013.38
2024-01-11 00:00:00+00:00,908639958360.69
2024-01-10 00:00:00+00:00,913669280076.61
2024-01-09 00:00:00+00:00,904067321453.05
2024-01-08 00:00:00+00:00,920302445948.27
2024-01-07 00:00:00+00:00,860951836726.3
2024-01-06 00:00:00+00:00,861821994190.94
2024-01-05 00:00:00+00:00,865182724165.6
2024-01-04 00:00:00+00:00,865482457123.12
2024-01-03 00:00:00+00:00,839345928378.25
2024-01-02 00:00:00+00:00,880631637169.92
2024-01-01 00:00:00+00:00,865106026911.1
2023-12-31 00:00:00+00:00,827811209384.42
2023-12-30 00:00:00+00:00,825646829609.94
2023-12-29 00:00:00+00:00,824484176968.87
2023-12-28 00:00:00+00:00,834791614273.2
2023-12-27 00:00:00+00:00,850720785457.95
2023-12-26 00:00:00+00:00,832620130497.96
2023-12-25 00:00:00+00:00,853982087896.47
2023-12-24 00:00:00+00:00,842253948410.3
2023-12-23 00:00:00+00:00,856371815373.69
2023-12-22 00:00:00+00:00,861384314118.89
2023-12-21 00:00:00+00:00,858819785954.74
2023-12-20 00:00:00+00:00,854532316613.74
2023-12-19 00:00:00+00:00,827447113190.4
2023-12-18 00:00:00+00:00,834312073585.64
2023-12-17 00:00:00+00:00,809628537784.36
2023-12-16 00:00:00+00:00,826722808111.63
2023-12-15 00:00:00+00:00,820610949396.45
2023-12-14 00:00:00+00:00,841983433932.16
2023-12-13 00:00:00+00:00,839333709178.59
2023-12-12 00:00:00+00:00,811106735270.16
2023-12-11 00:00:00+00:00,807028644888.58
2023-12-10 00:00:00+00:00,856608048216.73
2023-12-09 00:00:00+00:00,855518589113.84
2023-12-08 00:00:00+00:00,864097723185.33
2023-12-07 00:00:00+00:00,846962790499.37
2023-12-06 00:00:00+00:00,855807598358.2
2023-12-05 00:00:00+00:00,862310043283.5
2023-12-04 00:00:00+00:00,821180324321.75
2023-12-03 00:00:00+00:00,781986059221.04
2023-12-02 00:00:00+00:00,772125221563.13
2023-12-01 00:00:00+00:00,756690015947.53
2023-11-30 00:00:00+00:00,737560917365.82
2023-11-29 00:00:00+00:00,740379866134.15
2023-11-28 00:00:00+00:00,739813120655.74
2023-11-27 00:00:00+00:00,728495474098.44
2023-11-26 00:00:00+00:00,732864171270.83
2023-11-25 00:00:00+00:00,739040907499.57
2023-11-24 00:00:00+00:00,737506220401.3
2023-11-23 00:00:00+00:00,729048665033.17
2023-11-22 00:00:00+00:00,731805245915.84
2023-11-21 00:00:00+00:00,700129319722.62
2023-11-20 00:00:00+00:00,732607478252.01
2023-11-19 00:00:00+00:00,730802775303.56
2023-11-18 00:00:00+00:00,715107332423.29
2023-11-17 00:00:00+00:00,715288296429.98
2023-11-16 00:00:00+00:00,706617161805.01
2023-11-15 00:00:00+00:00,740312548128.35
2023-11-14 00:00:00+00:00,694491212462.29
2023-11-13 00:00:00+00:00,713311947480.48
2023-11-12 00:00:00+00:00,724074263172.69
2023-11-11 00:00:00+00:00,725668445884.77
2023-11-10 00:00:00+00:00,729069481963.87
2023-11-09 00:00:00+00:00,716902433922.7
2023-11-08 00:00:00+00:00,696595346035.22
2023-11-07 00:00:00+00:00,692425627404.3
2023-11-06 00:00:00+00:00,684460477854.1
2023-11-05 00:00:00+00:00,684667682720.63
2023-11-04 00:00:00+00:00,685272381015.38
2023-11-03 00:00:00+00:00,678402411403.87
2023-11-02 00:00:00+00:00,682394289860.93
2023-11-01 00:00:00+00:00,692109682986.45
2023-10-31 00:00:00+00:00,677047621125.28
2023-10-30 00:00:00+00:00,673783741121.58
