"10-year government bond yield in the U.S. 1990-2023
",,
"Average yearly yield of 10-year bonds issued by the U.S. government from 1990 to 2023
",,
,,
1990,8.55,in %
1991,7.86,in %
1992,7.01,in %
1993,5.87,in %
1994,7.08,in %
1995,6.58,in %
1996,6.44,in %
1997,6.35,in %
1998,5.26,in %
1999,5.64,in %
2000,6.03,in %
2001,5.02,in %
2002,4.61,in %
2003,4.02,in %
2004,4.27,in %
2005,4.29,in %
2006,4.79,in %
2007,4.63,in %
2008,3.67,in %
2009,3.26,in %
2010,3.21,in %
2011,2.79,in %
2012,1.80,in %
2013,2.35,in %
2014,2.54,in %
2015,2.14,in %
2016,1.84,in %
2017,2.33,in %
2018,2.91,in %
2019,2.14,in %
2020,0.89,in %
2021,1.44,in %
2022,2.95,in %
2023,3.96,in %
